word,phonetic,meaning,example,level,frequency,initial_delay_days
benefit,/'benifit/,n. 利益；vt. 有益于；vi. 受益,,CET4,9344,11
behavior,/bi'heivjə/,"n. 行为, 举止",,CET4,9342,11
anyone,/'eniwʌn/,pron. 任何人,,CET4,9341,11
factor,/'fæktə/,"n. 因素, 因数, 系数, 基因, 代理人",,CET4,9334,12
argue,/'ɑ:gju/,"vi. 提出理由, 争论, 辩论；vt. 主张, 辩论, 证明, 说服",,CET4,9326,12
charge,/tʃɑ:dʒ/,"n. 指控, 费用, 冲锋, 电荷, 炸药, 主管, 被托管人, 命令；vt. 控诉, 加罪于, 使充满, 使充电, 使承担；vi. 冲锋, 要价, 收费",,CET4,9325,12
performance,/pə'fɒ:məns/,"n. 施行, 工作情况, 成绩, 行为, 表现, 演出",,CET4,9325,12
fight,/fait/,"n. 打架, 争吵, 斗志；v. 对抗, 打架",,CET4,9324,12
pattern,/'pætən/,"n. 模范, 典型, 式样, 样品, 图案, 格调, 模式；vt. 模仿, 仿造, 以图案装饰；vi. 形成图案",,CET4,9324,12
top,/tɒp/,"n. 顶部, 顶端, 极点, 上面, 上部, 顶篷, 最高地位, 首位, 陀螺；a. 最高的, 顶上的, 头等的；vt. 盖, 加以顶, 高达, 超越；vi. 结束, 达到顶点, 高出",,CET4,9322,12
design,/di'zain/,"n. 设计, 图样, 方案, 企图；v. 设计, 计划",,CET4,9321,12
goal,/gəul/,"n. 目标, 终点, 得分, 球门, 守门员；vi. 攻门, 射门得分",,CET4,9319,12
royal,/'rɒiəl/,"n. 王室, 皇族；a. 王室的, 皇家的, 盛大的, 庄严的",,CET4,9318,12
author,/'ɒ:θə/,"n. 作家, 作家的著作, 创始人",,CET4,9315,12
despite,/di'spait/,"n. 轻视, 憎恨；prep. 虽然, 尽管",,CET4,9314,12
pressure,/'preʃə/,"n. 压, 榨, 按, 强制, 压力, 压迫, 压强；vt. 迫使, 使增压, 密封",,CET4,9313,12
focus,/'fəukəs/,"n. 焦点, 焦距；vi. 聚焦, 注视；vt. 使聚焦, 调焦, 集中",,CET4,9312,12
knowledge,/'nɒlidʒ/,"n. 知识, 学问, 认识, 知道",,CET4,9311,12
drop,/drɒp/,"n. 滴, 微量, 落下, 空投；vi. 放下, 掉下, 下降；vt. 使滴下, 放下, 丢失, 遗漏",,CET4,9310,12
blood,/blʌd/,"n. 血, 血统, 流血, 气质, 生命；vt. 使出血, 用血涂",,CET4,9308,12
agency,/'eidʒənsi/,"n. 代理机构, 经销商, 中介",,CET4,9306,12
basis,/'beisis/,"n. 基础, 主要成分",,CET4,9306,12
further,/'fə:ðə/,"a. 更远的, 此外的, 更多的；vt. 促进, 增进, 助长；adv. 更进一步地, 更远地, 此外",,CET4,9304,12
color,/'kʌlə/,"n. 颜色, 面色, 颜料, 外貌；vt. 把...涂上颜色, 粉饰, 使脸红, 歪曲；vi. 变色",,CET4,9303,13
introduce,/.intrə'dju:s/,"vt. 介绍, 引入, 采用, 输入",,CET4,9302,13
recently,/'ri:sntli/,adv. 最近,,CET4,9301,13
series,/'siəri:z/,"n. 串联, 序列, 连续, 系列, 丛书, 套, 级数, 组",,CET4,9301,13
environment,/in'vairənmənt/,"n. 环境, 外界, 围绕",,CET4,9298,13
success,/sək'ses/,"n. 成功, 成就, 胜利",,CET4,9295,13
enter,/'entə/,"vt. 进入, 参加, 开始, 输入, 回车；vi. 进去, 参加",,CET4,9294,13
analysis,/ə'næləsis/,n. 分析,,CET4,9293,13
natural,/'nætʃərəl/,"n. 白痴；a. 自然的, 自然界的, 本能的, 天然的, 物质的, 正常的, 原始的, 自然数的",,CET4,9291,13
thought,/θɒ:t/,"n. 想法, 思想, 思维, 关心, 挂念；think的过去式和过去分词",,CET4,9290,13
ensure,/in'ʃuə/,"vt. 确定, 保证, 担保, 保护",,CET4,9288,13
region,/'ri:dʒən/,"n. 区域, 地带, 地区, 领域, 范围, 区",,CET4,9287,13
list,/list/,"n. 目录, 名单, 明细表, 布条, 条纹, 列表, 序列, 数据清单；vt. 列出, 列于表上, 记入名单内, 装布条；vi. 列于表上",,CET4,9284,13
race,/reis/,"n. 种族, 人种, 赛跑, 比赛, 急流, 人类, 同道, 姜根；vi. 赛跑, 竞赛, 疾走；vt. 与...赛跑, 使疾走, 使猛转",,CET4,9284,13
concern,/kən'sə:n/,"n. 关心, 忧虑；vt. 与...有关, 使担心, 使挂念",,CET4,9283,13
statement,/'steitmənt/,"n. 陈述, 指令, 声明",,CET4,9283,13
relation,/ri'leiʃən/,"n. 关系, 联系, 叙述, 故事, 家属, 亲戚",,CET4,9281,13
significant,/sig'nifikənt/,"a. 重要的, 有效的, 有含义的, 暗示的, 值得注意的",,CET4,9281,13
demand,/di'mɑ:nd/,"n. 要求, 需求, 需要；v. 要求, 查询",,CET4,9277,13
labour,/'leibə/,"n. 劳动, 努力, 工作, 劳工, 分娩；vi. 劳动, 努力, 苦干；vt. 详细分析, 使厌烦",,CET4,9276,13
response,/ri'spɒns/,"n. 反应, 回答, 响应",,CET4,9275,14
capital,/'kæpitəl/,"n. 首都, 大写字母, 资本；a. 首都的, 重要的",,CET4,9271,14
decade,/'dekeid/,"n. 十年, 十",,CET4,9270,14
article,/'ɑ:tikl/,"n. 文章, 冠词, 物品, 物件, 条款, 契约",,CET4,9269,14
shoot,/ʃu:t/,"n. 射击, 狩猎, 芽, 射伤, 发射, 发芽, 急流, 推力, 摄影, 急送, 滑运道, 浪费；vt. 射击, 射中, 损毁, 拍摄, 喷出, 投射, 挥出, 飞速行进, 挥霍, 给...注射；vi. 射出, 射击, 发出, 拍电影, 射门, 发芽",,CET4,9268,14
save,/seiv/,"n. 救球；vt. 解救, 挽救, 储蓄, 保存, 节省, 保留；vi. 挽救, 节省, 救球；prep. 除...之外",,CET4,9265,14
artist,/'ɑ:tist/,"n. 艺术家, 画家",,CET4,9264,14
individual,/.indi'vidʒuəl/,"n. 人, 个人, 个体；a. 个别的, 个人的, 独特的",,CET4,9262,14
scene,/si:n/,"n. 场, 情景, 镜头, 发生地点, 道具, 布景, 景色",,CET4,9262,14
attempt,/ə'tempt/,"n. 尝试, 企图；vt. 尝试, 企图",,CET4,9260,14
stock,/stɒk/,"n. 树干, 祖先, 血统, 原料, 备料, 库存, 牲畜, 股票, 股份, 保留剧目；a. 存货的, 常备的, 平凡的, 普通的, 股票的, 保留剧目的, 繁殖用的；vt. 装把手于, 进货, 备有, 放牧；vi. 出新芽, 备货, 囤积",,CET4,9260,14
career,/kə'riə/,"n. 事业, 生涯, 成功",,CET4,9259,14
feature,/'fi:tʃə/,"n. 面孔的一部分(如眼、口等), 特征, 容貌, 特色, 特写；vt. 是...的特色, 特写, 放映；vi. 起重要作用",,CET4,9259,14
association,/ə.səuʃə'eiʃən/,n. 协会,,CET4,9258,14
income,/'inkʌm/,"n. 收入, 收益, 流入",,CET4,9256,14
treatment,/'tri:tmənt/,"n. 治疗, 待遇, 处理",,CET4,9255,14
relate,/ri'leit/,"vt. 讲, 叙述, 使互相关联；vi. 有关, 符合, 相处得好",,CET4,9253,14
exactly,/i^'zæktli/,"adv. 确切地, 精确地, 恰好, 完全地, 确实, 恰恰正是, 确实如此",,CET4,9252,14
following,/'fɒləuiŋ/,"n. 下列各项, 部下, 追随者；a. 下列的, 其次的",,CET4,9252,14
protect,/prə'tekt/,"vt. 防卫, 保护, 警戒",,CET4,9251,14
manage,/'mænidʒ/,"vi. 处理；vt. 管理, 控制, 维持, 达成, 经营, 运用",,CET4,9248,15
fund,/fʌnd/,"n. 基金, 资金, 存款, 财源, 贮藏；vt. 提供资金, 积累",,CET4,9246,15
serious,/'siəriəs/,"a. 严肃的, 认真的, 重要的, 严重的",,CET4,9245,15
sign,/sain/,"n. 符号, 招牌, 征兆, 正负号, 手势；vt. 签名, 打手势表达；vi. 签名",,CET4,9241,15
whatever,/hwɒt'evə/,pron. 无论什么,,CET4,9241,15
difficulty,/'difikəlti/,"n. 困难, 难点",,CET4,9240,15
degree,/di'gri:/,"n. 程度, 度数, 学位, 度",,CET4,9237,15
legal,/'li:gəl/,"a. 法律的, 法定的, 合法的",,CET4,9236,15
cell,/sel/,"n. 单元, 细胞, 电池",,CET4,9231,15
resource,/ri'sɒ:s/,"n. 资源, 财力, 办法, 策略, 急智, 消遣",,CET4,9231,15
growth,/grəuθ/,"n. 生长, 栽培, 增长",,CET4,9230,15
mile,/mail/,"n. 英里, 很大距离",,CET4,9228,15
compare,/kəm'pєə/,"vt. 比较, 比喻, 对照；vi. 相比；n. 比较",,CET4,9227,15
determine,/di'tə:min/,"v. 决定, 决心",,CET4,9227,15
lady,/'leidi/,"n. 淑女, 夫人, 女士, 贵妇",,CET4,9226,15
prepare,/pri'pєə/,"vt. 准备, 筹备, 使在思想上有准备, 制造, 调制；vi. 预备",,CET4,9226,15
disease,/di'zi:z/,"n. 疾病, 弊病",,CET4,9225,15
final,/'fainl/,"n. 期末考试, 结局, 决赛；a. 最后的, 终极的, 决定性的",,CET4,9222,15
recognize,/'rekəgnaiz/,"vt. 认出, 认可, 承认, 公认, 识别, 赏识；vi. 承认, 具结",,CET4,9221,15
task,/tɑ:sk/,"n. 工作, 任务, 作业, 困难的工作；vt. 派给...工作, 使辛劳",,CET4,9221,15
function,/'fʌŋkʃən/,"n. 官能, 职务, 功能, 函数；vi. 活动, 运行, 行使职责",,CET4,9218,16
ability,/ə'biliti/,"n. 能力, 才干",,CET4,9217,16
provision,/prə'viʒən/,"n. (政府提供的)钱和设备, 准备, 供应品, 规定, 条款；vt. 供给...食物及必需品",,CET4,9217,16
county,/'kaunti/,"n. 县, 郡",,CET4,9216,16
indicate,/'indikeit/,"vt. 显示, 象征, 指示, 指出",,CET4,9215,16
character,/'kærəktə/,"n. 个性, 字符, 人物, 性质, 品格, 资格",,CET4,9214,16
style,/stail/,"n. 风格, 时尚, 文体, 风度, 字体, 类型；vt. 称呼, (根据新款式)设计, 使合潮流；n. 风格, 样式",,CET4,9210,16
wonder,/'wʌndə/,"n. 奇迹, 惊奇, 惊愕；vt. 惊奇, 想知道；vi. 惊讶, 怀疑",,CET4,9210,16
attack,/ə'tæk/,"n. 攻击, 抨击；vt. 攻击, 抨击, 动手干；vi. 攻击",,CET4,9209,16
obtain,/əb'tein/,"vt. 获得, 达到；vi. 流行, 得到公认",,CET4,9207,16
announce,/ə'nauns/,"vt. 宣布, 声称, 显示, 预告；vi. 当报幕员, 宣布参加竞选",,CET4,9205,16
feeling,/'fi:liŋ/,"n. 摸, 触觉, 知觉, 感觉, 情绪, 同情；a. 有同情心的, 有感觉的, 仁慈的, 动人的",,CET4,9203,16
pretty,/'priti/,"a. 漂亮的, 优美的, 机灵的, 狡猾的, 恰当的；adv. 相当, 颇",,CET4,9203,16
hall,/hɒ:l/,"n. 门厅, 走廊, 会堂",,CET4,9200,16
skill,/'skil/,"n. 技术, 技巧, 技能, 熟练, 熟练工人",,CET4,9199,16
physical,/'fizikl/,"a. 身体的, 物质的, 自然的, 物理学的, 好色的；n. 体格检查",,CET4,9198,16
lay,/lei/,"vt. 放置, 产, 铺设, 布置, 提出, 平息；vi. 下蛋, 打赌；n. 位置, 层, 隐藏处；a. 世俗的, 外行的；lie的过去式",,CET4,9197,16
user,/'ju:zə/,n. 使用者,,CET4,9194,16
message,/'mesidʒ/,"n. 消息, 通讯, 讯息, 教训, 预言, 广告词；vt. 通知；vi. 通报, 报告, 报信",,CET4,9193,16
normal,/'nɒ:ml/,"n. 常态, 标准, 正常, 普通；a. 正常的, 正规的, 标准的, 师范的, 正态的",,CET4,9189,16
sex,/seks/,"n. 性别, 性欲；vt. 区别...的性别, 引起...的性欲",,CET4,9186,17
investment,/in'vestmənt/,n. 投资,,CET4,9184,17
lawyer,/'lɒ:jə/,n. 律师,,CET4,9184,17
army,/'ɑ:mi/,"n. 军队, 陆军",,CET4,9182,17
suffer,/'sʌfə/,"vt. 遭受, 经历, 忍受；vi. 受痛苦, 受损害",,CET4,9179,17
previous,/'pri:viəs/,"a. 早先的, 前面的, 过急的",,CET4,9176,17
maintain,/mein'tein/,"vt. 维持, 维修, 保持, 坚持, 供养, 主张",,CET4,9175,17
professor,/prə'fesə/,n. 教授,,CET4,9175,17
crime,/kraim/,"n. 犯罪, 罪行, 罪恶",,CET4,9172,17
publish,/'pʌbliʃ/,"vt. 出版, 发行, 公开, 发表, 宣传, 公布；vi. 出版, 发行",,CET4,9172,17
france,/frɑ:ns/,n. 法国,,CET4,9171,17
responsibility,/ri.spɒnsə'biliti/,"n. 责任, 职责, 负担, 可靠性",,CET4,9170,17
total,/'təutl/,"a. 全体的, 总的, 全然的；vt. 计算...的总和, 共计为；vi. 合计；n. 总数, 全体, 合计；adv. 统统",,CET4,9169,17
argument,/'ɑ:gjumənt/,"n. 争论, 论证, 论据, 自变量",,CET4,9168,17
anyway,/'eniwei/,"adv. 无论如何, 至少",,CET4,9166,17
avoid,/ə'vɒid/,"vt. 避免, 防止, 撤消",,CET4,9165,17
bill,/bil/,"n. 帐单, 清单, 钞票, 鸟嘴, 广告, 法案, 票据；vt. 开帐单, (用招贴)宣布",,CET4,9163,17
prime,/praim/,"n. 最佳部分, 初期, 全盛期；a. 主要的, 最初的, 根本的；v. 加油启动, 灌注, 填装",,CET4,9162,17
express,/ik'spres/,"n. 快车, 快递, 专使；a. 明确的, 丝毫不差的, 专门的, 快的；vt. 表达, 表示, 表露",,CET4,9161,17
gun,/gʌn/,n. 枪,,CET4,9160,17
suppose,/sə'pəuz/,"vt. 推想, 假设, 以为, 想像, 假定；vi. 料想",,CET4,9160,18
element,/'elimənt/,"n. 元件, 元素, 要素",,CET4,9157,18
strategy,/'strætidʒi/,"n. 战略, 策略",,CET4,9156,18
duty,/'dju:ti/,"n. 责任, 关税, 职务, 尊敬",,CET4,9154,18
tend,/tend/,"vi. 走向, 有某种的倾向, 易于, 照顾, 注意；vt. 照料, 护理",,CET4,9151,18
truth,/tru:θ/,"n. 事实, 实情",,CET4,9150,18
democratic,/.demə'krætik/,a. 民主的,,CET4,9147,18
suddenly,/'sʌdənli/,"adv. 突然, 意外, 忽然, 迅速, 即席作成, 即刻, 急速",,CET4,9146,18
title,/'taitl/,"n. 头衔, 名称, 标题, 书名, 扉页, 权利, 资格, 冠军, 字幕；vt. 授予头衔, 加标题于",,CET4,9145,18
treat,/tri:t/,"n. 宴请, 款待；vt. 视为, 对待, 论述, 治疗, 款待；vi. 讨论, 谈判, 作东",,CET4,9144,18
throughout,/θru:'aut/,"adv. 到处, 贯穿全部地, 自始至终；prep. 遍及, 在各处",,CET4,9141,18
discussion,/dis'kʌʃən/,n. 讨论,,CET4,9140,18
generally,/'dʒenərəli/,"adv. 通常, 逐渐地, 普遍地",,CET4,9139,18
aspect,/'æspekt/,"n. 外观, 方面, 面貌, 方向",,CET4,9138,18
executive,/ig'zekjutiv/,"n. 执行部门, 执行委员会, 执行者, 经理主管人员；a. 执行的, 善于执行的, 善于经营的",,CET4,9137,18
industrial,/in'dʌstriəl/,"a. 工业的, 供工业用的, 工业高度发展的, 产业的；n. 工业工人, 工业股票",,CET4,9137,18
chairman,/'tʃєəmən/,"n. 主席, 会长",,CET4,9136,18
remove,/ri'mu:v/,"vt. 移动, 调动, 除去, 迁移, 开除, 移交；vi. 迁移, 移动, 搬家；n. 班级, 升级, 移动, 搬家, 间距",,CET4,9134,18
hang,/hæŋ/,"n. 悬挂, 诀窍, 意义；vt. 悬挂, 附着, 装饰, 垂下, 踌躇, 绞死, 使悬而未决；vi. 悬着, 垂下, 被绞死, 悬而不决",,CET4,9133,18
entire,/in'taiə/,"n. 整个, 全部；a. 全体的, 完全的, 全部的",,CET4,9132,18
rock,/rɒk/,"n. 岩石, 岩礁, 石头, 基石, 暗礁, 摇动, 摇滚乐；vt. 摇摆, 摇动, 使摇晃, 使动摇；vi. 摇, 摇动",,CET4,9131,19
exist,/ig'zist/,"vi. 存在, 生存, 发生",,CET4,9125,19
customer,/'kʌstəmə/,n. 消费者,,CET4,9121,19
institution,/.insti'tju:ʃən/,"n. 机构, 惯例, 制度",,CET4,9120,19
encourage,/in'kʌridʒ/,"vt. 鼓励, 支持, 激励",,CET4,9119,19
network,/'netwə:k/,"n. 网络, 广播网, 网状物",,CET4,9118,19
specific,/spi'sifik/,"n. 特效药, 特性；a. 特殊的, 明确的, 具有特效的, 特定地, 具体地",,CET4,9118,19
appropriate,/ə'prəupriət/,a. 适当的,,CET4,9117,19
profit,/'prɒfit/,"n. 利润, 赢利, 利益；vi. 有益, 获利, 赚钱；vt. 有益于",,CET4,9116,19
cold,/kəuld/,"n. 感冒, 寒冷；a. 寒冷的, 冷淡的, 冷静的；adv. 完全地",,CET4,9115,19
reflect,/ri'flekt/,"vt. 反射, 反映, 招致, 深思；vi. 被反射, 映出, 深思, 考虑, 指责",,CET4,9115,19
assume,/ə'sju:m/,"vt. 假定, 承担, 呈现；vi. 装腔作势, 僭越",,CET4,9114,19
admit,/əd'mit/,"vt. 承认, 接受, 允许进入, 容许；vi. 开向, 容许, 承认",,CET4,9113,19
stone,/stəun/,"n. 石头, 宝石, 果核, 纪念碑, 结石；vt. 投扔石子, 铺石头；a. 石的, 石制的, 完全的",,CET4,9112,19
measure,/'meʒə/,"n. 尺寸, 量度器, 量度标准, 测量, 量具, 程度, 范围, 限度, 分寸, 措施, 方法；vt. 测量, 测度, 估量, 权衡, 调节, 拿(自己或自己的力量等)作较量；vi. 度量",,CET4,9111,19
conference,/'kɒnfərəns/,n. 会议,,CET4,9110,19
division,/di'viʒən/,"n. 分, 分开, 除法, 部门(如部、处、系等), 师",,CET4,9109,19
memory,/'meməri/,"n. 记忆, 记忆力, 回忆, 纪念, 存储；n. 内存",,CET4,9109,19
replace,/ri'pleis/,"vt. 代替, 替换, 放回, 归还",,CET4,9106,19
procedure,/prə'si:dʒə/,"n. 程序, 过程, 手续",,CET4,9103,19
commission,/kə'miʃən/,"n. 委任状, 任官令, 所委职责, 佣金, 犯, 委托, 所托之事；vt. 委任, 委托制作, 使服役",,CET4,9102,20
trial,/'traiəl/,"n. 审判, 试验, 艰苦, 麻烦事, 考验；a. 审讯的, 试验性的",,CET4,9102,20
expert,/'ekspə:t/,"n. 专家, 行家；a. 老练的, 内行的, 专门的",,CET4,9101,20
proposal,/prə'pəuzl/,"n. 提议, 计划, 求婚",,CET4,9101,20
unless,/.ʌn'les/,conj. 除非；prep. 除...之外,,CET4,9099,20
improve,/im'pru:v/,"vt. 改良, 提高...的价值, 改善, 利用；vi. 变得更好, 增加",,CET4,9097,20
circumstance,/'sə:kəmstəns/,"n. 环境, 状况, 事件",,CET4,9095,20
imagine,/i'mædʒin/,"vt. 想像, 设想, 猜测；vi. 想像起来",,CET4,9091,20
direction,/di'rekʃən/,"n. 方向, 指导, 趋势",,CET4,9090,20
basic,/'beisik/,"n. 基本原理, 要素, 基本规律；a. 基本的, 碱性的；(计算机)BASIC语言",,CET4,9089,20
huge,/hju:dʒ/,"a. 极大的, 巨大的, 无限的",,CET4,9089,20
soviet,/'səuviət/,"n. 代表会议, 苏维埃, 苏联；a. 苏维埃的, 苏联的",,CET4,9086,20
intend,/in'tend/,"vt. 计划, 打算, 意思是",,CET4,9084,20
original,/ə'ridʒənl/,"a. 最初的, 原始的, 有创意的；n. 原物, 原作",,CET4,9082,20
impact,/'impækt/,"n. 冲击, 冲突, 影响, 效果；vt. 挤入, 撞击, 压紧, 对...发生影响",,CET4,9081,20
attitude,/'ætitju:d/,"n. 态度, 看法, 姿势",,CET4,9080,20
respond,/ri'spɒnd/,"vt. 以...回答；vi. 回答, 响应, 回报, 有反应, 承担责任",,CET4,9080,20
aware,/ə'wєə/,"a. 知道的, 有觉悟的",,CET4,9079,20
discover,/dis'kʌvə/,"vt. 发现, 找到, 暴露；vi. 发现",,CET4,9077,20
popular,/'pɒpjulə/,"a. 通俗的, 流行的, 受欢迎的, 大众的, 人民的, 普及的",,CET4,9076,20
traditional,/trə'diʃənl/,"a. 传统的, 惯例的",,CET4,9075,21
onto,/'ɒntu:/,prep. 在...之上,,CET4,9074,21
reveal,/ri'vi:l/,"vt. 露出, 显示, 透露, 揭露, 泄露, (神)启示；n. 窗侧, 门侧",,CET4,9073,21
germany,/'dʒə:məni/,n. 德国,,CET4,9071,21
weapon,/'wepən/,"n. 武器, 兵器；vt. 武装",,CET4,9071,21
employee,/.emplɒi'i:/,"n. 职员, 员工, 受雇人员",,CET4,9070,21
employment,/im'plɒimənt/,"n. 雇用, 职业, 工作",,CET4,9067,21
peace,/pi:s/,"n. 和平, 和约, 治安, 和睦, 安宁, 静寂；vi. 安静下来, 不作声",,CET4,9067,21
refuse,/ri'fju:z/,"vt. 拒绝, 谢绝；vi. 拒绝；n. 废物；a. 扔掉的, 无用的",,CET4,9064,21
pain,/pein/,"n. 痛苦, 疼痛, 辛苦；vt. 使痛苦, 痛苦；vi. 作痛, 疼",,CET4,9063,21
prevent,/pri'vent/,"v. 预防, 防止, 阻止, 妨碍",,CET4,9063,21
affair,/ə'fєə/,"n. 事件, 事务, 恋爱事件",,CET4,9059,21
appeal,/ə'pi:l/,"n. 恳求, 诉请, 上诉, 吸引力；vi. 呼吁, 诉请, 要求, 上诉, 有吸引力；vt. 将...上诉",,CET4,9058,21
shake,/ʃeik/,"n. 摇动, 震动；vt. 摇动, 动摇, 使震动, 挥舞；vi. 震动, 发抖, 动摇",,CET4,9058,21
interview,/'intəvju:/,"n. 面谈, 访问, 接见, 面试；vt. 接见, 对...进行面谈(试)",,CET4,9056,21
regard,/ri'gɑ:d/,"n. 关心, 注意, 尊敬, 关系, 问候；vt. 视为, 注意, 考虑, 和...有关, 看待；vi. 注视, 注意",,CET4,9055,21
professional,/prə'feʃənl/,"n. 专业人才；a. 专业的, 职业的",,CET4,9053,21
camera,/'kæmərə/,"n. 照相机, 摄影机, 密谈室, 暗箱",,CET4,9051,21
technique,/tek'ni:k/,"n. 技巧, 技术, 方法",,CET4,9051,21
item,/'aitəm/,"n. 项目, 条款, 一则, 项",,CET4,9050,21
medium,/'mi:diəm/,"n. 媒体, 方法, 媒介；a. 半生熟的, 中间的",,CET4,9049,22
politics,/'pɒlitiks/,"n. 政治, 政治学, 政见, 政治活动",,CET4,9049,22
perform,/pə'fɒ:m/,"vt. 进行, 履行, 完成, 执行, 表演；vi. 行动, 工作, 执行, 演出",,CET4,9047,22
version,/'və:ʒən/,"n. 一种描述, 版本, 译文",,CET4,9047,22
candidate,/'kændideit/,"n. 候选人, 投考者",,CET4,9043,22
direct,/di'rekt/,"a. 直接的, 坦白的；vt. 指示, 指挥, 命令, 导演；vi. 指导, 指挥；adv. 直接地",,CET4,9040,22
press,/pres/,"n. 压, 揿, 按, 人群, 印刷机, 压力, 出版社, 记者, 报刊, 新闻舆论, 紧迫；vt. 压, 压榨, 紧抱, 逼迫, 推进, 强迫征募, 催逼；vi. 压, 重压, 催促, 拥挤, 奋力前进, 受压",,CET4,9039,22
advice,/əd'vais/,"n. 忠告, 劝告, 意见, 报道, 通知",,CET4,9038,22
inside,/'in'said/,"n. 内部, 内脏, 内幕；a. 内部的, 秘密的, 户内的；adv. 在里面；prep. 在...之内",,CET4,9036,22
adult,/'ædʌlt/,"n. 成人, 成虫；a. 成年的, 成熟的",,CET4,9031,22
advantage,/əd'vɑ:ntidʒ/,"n. 优点, 便利, 好处, 优势；vt. 有助于",,CET4,9031,22
operate,/'ɒpəreit/,"v. 操作, 运转, 动手术, 活动",,CET4,9030,22
immediately,/i'mi:diətli/,"adv. 直接地, 立刻, 立即",,CET4,9026,22
edge,/edʒ/,"n. 边缘, 尖锐, 刀刃, 优势；vt. 使锐利, 挤进, 镶边；vi. 缓缓移动",,CET4,9023,22
writer,/'raitə/,"n. 作家, 撰稿者, 抄写员",,CET4,9020,22
island,/'ailənd/,"n. 岛, 岛屿, 孤立地区, 安全岛；vt. 使成岛状, 孤立",,CET4,9018,22
challenge,/'tʃælindʒ/,"n. 挑战, 盘问；vt. 向...挑战, 要求, 怀疑；vi. 挑战, 对(证据等)表示异议",,CET4,9016,22
fear,/fiə/,"n. 恐怖, 害怕, 担心；v. 害怕, 恐惧, 为...担心, 敬畏",,CET4,9015,22
